Geneid,SRR6671741,SRR6671742,SRR6671744,SRR6671745,SRR6671746,SRR6671748,SRR6671757,SRR6671770,SRR6671771,SRR6671776,SRR6671780,SRR6671781,SRR6671782,SRR6671790,SRR6671736,SRR6671739,SRR6671749,SRR6671752,SRR6671753,SRR6671754,SRR6671755,SRR6671764,SRR6671772,SRR6671773,SRR6671775,SRR6671777,SRR6671779,SRR6671789,SRR6671737,SRR6671738,SRR6671740,SRR6671743,SRR6671747,SRR6671750,SRR6671751,SRR6671756,SRR6671758,SRR6671759,SRR6671760,SRR6671761,SRR6671762,SRR6671763,SRR6671765,SRR6671766,SRR6671767,SRR6671768,SRR6671769,SRR6671774,SRR6671778,SRR6671783,SRR6671784,SRR6671785,SRR6671786,SRR6671787,SRR6671788,SRR6671791,SRR6671792
AAC76707.1,15,15,15,17,12,47,13,10,20,15,13.004,29,17,10,17.002,9,13,13.004,17,36,8,18,14,17,17.005,4,19,11.001,14,19,11,11,17,12,40,11,17,12.348,21,1,5,12,10.01,15,15.005,8,11,9,14,21,12,9,10,8,15,19,15.382
AAC76708.2,856.304,1104.169,496,512.058,425.198,1964.492,1402.287,434.312,915,513.132,922.69,3874.061,2218.366,552.231,1072.547,798.977,853.599,898.673,661.804,3240.936,968.177,419.599,720.596,611.544,1371.204,280.003,899.094,1055.135,837.483,713.238,715.044,698.105,360.65,327.436,1056.058,566.511,1525.907,619.773,551.706,382.865,371.615,551.939,299.934,1072.694,948.535,534.08,605.796,444.272,698.095,644.698,520.785,500,255.215,1191.451,1234.377,324.391,431.451
AAC76709.2,74,490.847,812.854,15,22,1844.07,391.189,734.062,1607.14,517.054,35635.393,90873.435,75015.734,88.179,183.662,193.895,212.988,47.044,33.074,2117.398,265.181,43.344,485.8,246.968,344.871,1343.27,38743.706,905.084,119.118,133.142,171.578,327.691,12,148.043,39,560.008,390.125,509.05,449.844,1070.322,1315.815,25,20,488.098,201.213,165.833,712.422,127.72,17195.478,192.441,1476.443,396.753,225.365,469.75,358.979,57.352,43.211
AAC76710.1,788.001,3006.773,2639.303,45,50.033,8605.291,2537.077,3286.401,6329.635,2830.889,55504.778,189732.197,133568.887,723.15,1743.651,1875.658,1836.067,237.677,161.398,10268.985,1809.172,157.656,2365.007,1739.702,1973.212,2865.649,60106.118,3835.114,1257.414,930.87,1625.763,2137.754,42,659.105,150.043,1840.697,2164.89,2665.914,2726.845,2584.358,3044.755,52.001,88.657,3084.394,1540.989,844.106,3418.176,662.575,25296.755,2241.165,5792.273,2406.885,1035.871,2027.952,2072.665,223.679,154.874
AAC76711.2,605.912,727.232,409,304,276.472,1542.934,710.041,355.678,875.143,411.997,218.449,972.311,515.671,388.312,682.885,549.435,585.641,413.402,378.177,2057.738,469.096,246,515.262,420.521,650.355,291.144,246.652,710,619.793,1022.017,524.412,422.044,331.079,380.785,527.236,491.861,649.726,439.182,433.858,240.453,309.846,279.747,248.486,823.632,661.677,486.06,409.084,287.473,101.097,170.685,429.403,478,269.978,783.1,692.006,286.531,234.219
AAC76712.3,551.228,466.676,382,375.138,284.751,1553.104,573.388,502.203,999,396.994,529.162,1575.004,729.771,423.079,554.312,425.535,571.04,451.278,409.599,1206,423.33,285,350.356,355.495,471.396,252.027,536.274,434,439.052,402.099,396.02,405.066,340.543,422.973,519.287,328.24,619.296,402.111,390.092,209,289.2,399.639,367.703,494.072,398.435,301.023,424.164,303.149,343.358,560.013,622.399,527,377.086,435.037,494.053,340.095,441.608
AAC76713.2,36,40,16,41,29.494,90,33,22.002,36,45,78,1868.533,1156.25,37,82.239,26,30,69,33,101,32.999,44,27,26.001,38,12,71.152,54,63,61,21,33,32,28,117.481,31,48.046,26.966,30,12,14,58,25.007,52,42,13,32,23,42,33,30,46,23,32.006,39,41,38
AAC76714.2,29,57.02,23,48.013,33.577,67,48,21,58,20,110.141,123,79.229,37,36.001,17,27.002,76.007,40.213,110,25,41,27,32,47,18.004,88.79,31,27,38,35,21,54,19,69,24,50,25.001,23,11,24,70,31.123,34,26,19,14,19.001,63,42,31.999,24,16,42,22.003,28,53.103
AAT48197.1,36.367,72.265,38,34.589,22.005,128.106,96.002,25.383,62.005,48,56.198,347.041,213.905,54.608,58.865,33.445,46.002,23.477,19,188.324,41.163,42.829,54.909,39.956,71.31,24.002,75.052,39.035,47.438,41.008,35,30.338,37.615,25.226,26.363,26.001,94.688,43.053,49.017,33.993,43.787,47.332,37.005,49.453,40.27,44.078,34.041,32.443,31.312,81.624,19.512,22,17.324,58.752,47.431,46.035,51.191
AAT48198.1,18.961,34.29,22.345,18.707,15.692,60.787,41.557,11.625,27.519,20,26.059,181.407,77.876,16.908,24.179,17.952,15.881,13.094,7.552,91.432,18.455,17.175,25.018,22.413,38.618,21,33.594,18.27,14.91,17.727,23.435,18.425,21.956,24.306,20.22,17.489,40.218,15.947,13.315,16.219,19.492,31.387,18.501,29.402,8.944,20.926,9.833,9.733,15.191,40.386,13.469,7,8.008,24.719,17.948,17.965,12.172
AAC76716.1,51.82,88.447,70.428,50.944,40.311,182.41,126.779,36.174,99.327,64.668,95.229,357.028,161.267,50.484,79.185,43.916,41.064,47.109,26.455,249.835,65.808,58.176,101.081,53.676,118.499,43.427,85.769,60.35,46.037,45.748,43.417,59.241,37.408,36.481,46.593,39.123,153.236,50.045,63.499,52.094,50.936,60.323,57.453,90.415,52.536,46.612,35.99,43.962,50.534,79.29,41.178,51.835,25.854,84.92,64.841,26.156,39.298
AAT48199.1,111.87,226.392,139.278,50.765,57.029,469.246,317.24,110.827,253.163,176.53,128.965,489.524,198.679,84,205.982,108.8,152.053,52.422,50,714.409,153.649,66.856,175.304,134.955,268.676,133.578,128.658,166.348,136.619,115.168,114.15,165.087,66.136,116.148,75.459,101.407,302.833,129.975,168.18,101.696,135.447,59,70.47,199.832,148.954,120.387,112.146,79.864,71.967,108.988,105.928,100.202,64.823,196.684,211.492,31.845,51.725
AAT48200.1,102,80,77,104,97.028,223,79.012,56,138,58.19,99.003,470,188.957,80.001,83.58,57,82.003,129.058,87.02,330,73.003,64,63.032,57.981,66.009,40.086,76.032,113.131,87,173,72.036,65.002,106.161,85,158,71.111,86.029,53.018,53.01,47.001,52,105.001,69.342,110,72.04,61,30,57,52,97.112,40.015,46,47.285,127.035,102.07,120,115.694
AAC76720.1,2452.923,2523.169,1506.195,518.416,404.557,8365.866,2632.639,2498.124,4328.18,2142.497,1053.651,3802.189,1288.274,1619.56,2696.901,1758.764,2593.373,680.43,591.655,7163.611,1969.978,509.183,2150.109,1731.223,2165.062,1113.231,1316.804,2021.749,1960.76,1478.711,1837.998,1872.12,361.837,1674.319,740.89,1482.854,2676.829,1726.422,1811.507,938.229,1154.086,554.469,375.08,2639.993,1902.154,1369.261,2123.568,1400.311,918.569,816.496,2949.591,2192.981,1368.499,1797.204,2059.434,695.249,621.473
AAC76721.2,189.104,188.07,133.457,215.592,160.269,532,222.88,154.33,382.002,184.769,144.32,617,358.209,177.394,205.891,218.357,205.529,171.863,100.24,639.037,191.273,170.836,121.74,138.064,179.088,96.026,186.461,213.412,174.004,177.132,192,159.602,146.173,138.585,219.25,150.999,218.904,168.534,182,110.003,102.399,174.467,154.921,188.093,166.482,108,102.454,126.337,152.288,272.508,149.975,127.466,89.034,244.505,288.783,233.419,201.239
AAT48201.1,10553.973,9033.059,10523.356,5590.277,4899.8,38674.948,10072.945,12956.219,30262.756,10067.859,9204.315,26965.79,12947.696,7743.543,9868.036,9022.939,12152.056,4241.317,4619.235,31669.232,9888.355,5604.229,8062.15,8893.75,7897.818,8280.69,10061.685,9912.459,9515.381,6499.792,8661.283,9179.917,4146.348,10200.792,5591.569,7110.933,10101.353,7690.053,8483.451,7806.487,9829.993,5474.104,4819.559,11322.04,8429.644,8999.653,10311.535,8300.088,7317.821,5479.988,17918.862,10920.115,9171.286,9071.777,9699.219,6801.582,6674.832
AAC76723.1,817.294,903.801,1448.255,816.336,559.071,2412.219,697.466,816.081,1805.351,868.106,1180.24,2159.325,2448.082,849.761,754.803,719.611,1071.876,1371.203,1260.482,2481.828,1029.956,1030.322,761.716,1117.312,627.751,879.865,1394.536,685.289,1152.872,856.559,655.824,1168.416,647.946,697.417,1844.101,722.494,732.968,752.898,840.91,960.039,1190.924,1102.573,870.617,934.033,869.025,1202.787,606.627,1057.345,950.81,152.912,1181.967,761.113,554.17,621.385,642.697,787.929,903.996
AAC76724.1,2300.398,2067.392,3402.34,2870.894,2504.373,3968.393,1999.392,2033.331,3106.676,3051.15,1476.911,1304.721,695.955,2305.127,2005.519,1808.035,2126.866,3890.764,3787.924,5433.229,2605.808,2778.306,1760.3,2872.447,1614.694,2411.947,1444.313,1509.331,2435.147,2123.364,1984.004,3267.47,2438.414,1522.731,4547.167,1718.433,2011.434,1939.244,2718.565,2335.805,3052.702,2805.364,2509.907,2174.052,2069.603,2319.688,1287.244,2203.534,1171.224,700.47,1871.593,1749.105,1259.897,1659.357,1969.053,2704.794,2872.697
AAC76725.1,3352.089,3613.892,5836.118,5857.967,5289.27,6393.012,3969.05,2629.736,5484.018,4985.768,3132.038,1486.022,622.96,4671.759,2960.742,2890.318,3419.68,9127.664,7914.972,8917.704,2774.876,5331.964,3047.395,3738.085,3276.196,4226.689,2880.553,2102.928,2976.237,3263.745,3275.811,4167.593,5392.644,2789.285,9457.118,2511.417,4157.55,3325.259,4313.985,4167.247,4992.3,5399.342,4906.021,3307.917,2725.422,4083.937,1907.715,3613.842,2011.199,1585.436,2801.172,2447.47,2195.813,2678.571,2517.762,6708.086,7241.989
AYC08254.1,4,1,0,3,6,5,2,4,3,2,1,2,2,1,4,2,2,3,5,8,3,4,4,4,3,0,4,1,5,2,2,1,1,1,3,1,1,1,1,4,0,7,3,5,1,6,1,1,3,5,0,3,2,4,2,2,4
AAC76726.1,5491.746,2694.74,8639.653,7018.95,4101.646,7561.517,2579.092,3021.366,13059.234,2765.112,3595.642,888.031,360.985,3701.192,1924.833,2409.331,3838.576,4559.142,5027.655,6825.347,2517.394,6154.592,2804.279,3631.244,2972.131,3502.476,3452.439,2610.888,3099.967,3026.174,3209.327,3644.746,6029.119,5232.171,5726.897,3162.481,3064.521,3269.612,2891.944,4260.131,4881.728,7305.734,6005.286,2395.513,2186.018,4282.352,2380.716,3600.24,2107.466,596.56,3681.18,5291.055,7461.63,2120.446,1923.944,4101.85,5379.948
AAC76727.1,4576.959,2503.909,8292.042,6700.526,3019.515,8824.642,2247.456,3528.816,17625.592,2998.333,2531.63,241.015,120.932,2787.114,1802.826,2568.34,4595.127,4699.336,5407.518,6435.432,2509.864,5642.731,2133.848,3346.082,2129.712,4285.715,1819.12,2233.086,3079.496,2825.803,2615.612,3417.192,5467.42,7638.991,8731.85,3107.8,2700.673,2428.587,3043.862,4739.946,5309.655,8307.673,6100.911,2233.398,2184.239,6033.988,2069.095,4544.23,1534.719,166.143,3461.825,4188.315,7568.725,1717.157,1834.881,2591.58,4687.927
ABD18707.1,1804.723,805.117,3187.001,2370.968,1077.712,3572.374,734.319,1584.44,7836.109,1247.763,869.503,89.041,45.212,825.663,663.802,901.755,1817.431,1864.96,2329.764,2238.783,1068.18,2387.201,720.908,1325.85,657.867,1815.323,588.429,870.987,1216.24,1033.392,969.72,1430.298,2048.603,3604.266,3767.407,1329.892,922.903,920.977,1091.494,1907.838,2286.285,3478.514,2710.955,755.239,913.312,2533.147,699.47,1778.841,528.098,49.414,1342.546,1662.8,2836.867,555.764,772.243,761.201,1430.876
AAC76728.1,16821.56,8692.391,22995.026,16856.88,11004.188,33525.145,9422.235,15197.311,56207.876,11984.728,7902.063,5444.202,1807.234,7628.578,7453.739,9932.481,17266.809,21965.686,25395.179,23043.314,11772.917,15508.858,7332.007,12354.522,7226.47,14264.739,6562.891,9142.991,11655.555,9597.617,10090.204,12599.32,15536.756,26085.693,28831.32,10956.083,9495.028,9019.696,10524.161,14597.589,17920.011,20629.635,18230.471,8734.834,9724.876,16918.294,7816.69,14264.452,5615.247,2589.358,12820.09,15510.886,20569.608,6839.125,9213.046,7561.732,10342.175
AAC76729.1,1652.105,1233.552,1748.168,1388.991,1247.813,4717.247,1491.715,1921.934,5216.057,1573.449,1406.749,1757.116,795.404,1214.15,1199.284,1394.192,2200.662,1785.5,1642.001,3418.335,1355.55,1448.19,1006.787,1483.473,1186.298,1295.994,1454.56,1211.654,1397.572,1251.306,1380.128,1455.306,1242.44,2192.577,2040.191,1113.865,1414.204,1197.749,1387.046,1328.112,1582.493,1520.808,1494.406,1194.477,1180.756,1307.857,1206.688,1260.087,821.417,634.727,1652.2,1830.175,1629.864,1128.598,1298.355,1318.446,1608.192
AAC76730.1,5,29,5,0,0,25,43,12,10,8,2,15,10,8,11.999,20.988,13.17,5,2,58,18,5,14,17,35,4,0,8,10,2,33,8,1,1,3,6,33,21,14,10,3,3,2,12,7,2,13,3,0,0,10,10,2,8,15,1,1
AAC76731.2,204.037,575.452,94,50.005,57.022,441,807.195,155.056,140.401,357.835,82.001,271.586,173.412,154.008,479.14,481.371,212.816,144.006,113.08,1161.808,273.717,110.87,339.163,191.001,704.142,101.003,68.896,120,155.283,76.024,518.009,212.085,58.056,48,94.001,57,750.339,297.073,287.424,102.036,126.124,74.011,53.052,251.003,206.124,71,205.008,72.003,43.066,20,182.431,146,38,138.109,288.412,110,44.899
AAC76732.1,20.006,49.115,6,23,17,31,74.027,6,27.599,10,35,40.414,19,11.001,23,44,19,26,36,90.185,9,23.13,20,11,57.078,10,24.222,15,9,10,34,12,33,10,67.029,7,72.01,16,13,9,11,45.336,32,13,10,13,9,8,9,0,12.179,9,10,15.001,13.001,12,27
AAC76733.1,397.336,251.215,254.985,185.379,126.108,1046.711,231.395,296.02,698.642,227.534,53.899,125.867,29.651,312.081,377.473,211.654,365.248,336.903,305.682,681.985,216.425,160.074,207.602,191.821,213.913,126.26,56.089,194.974,211.929,215.478,247.56,218.631,124.032,304.111,485.499,180.225,258.887,173.158,191.001,153.81,163.906,227.982,137.339,250.802,188.228,196.164,228.328,220.768,49.577,110.104,341.839,318.573,279.625,205.171,186.074,151.782,180.41
AAC76734.1,381.423,294.171,269.079,187.645,165.752,1043.488,306.928,326.749,853.327,287.546,240.213,212.143,73.351,311.638,341.666,215.71,414.185,221.395,219.397,742.026,284.849,181.785,220.542,238.208,276.644,194.541,276.838,213.054,304.409,321.252,209.473,289.536,118.059,396.247,302.732,226.028,280.323,200.335,267.133,166.237,222.292,218.803,158.213,305.274,266.107,219.906,260.052,260.379,197.435,248.06,363.26,351.441,275.509,224.973,266.89,288.481,311.332
AAC76735.2,1026.996,1564.343,689.09,676.216,620.235,3742.954,1654.205,877.142,1758.289,867.445,914.069,5077.695,1820.118,1150.147,1810.778,863.03,1048.465,756.037,621.102,5528.154,1028.201,668.395,1103.895,715.035,1559.185,441.259,948.976,1487.982,1033.002,1169.766,851.917,782.517,574.05,628.811,900.065,875.448,1735.812,710.413,892.841,425.697,477.477,915.521,647.522,1763.71,990.145,696.892,1212.23,563.112,593.448,1177.553,1350.853,904.969,569.853,2211.022,1691.865,874.758,901.243
AAC76736.1,2576.669,2741.317,1463.916,431.491,392.809,7939.332,2655.87,2398.869,3797.899,2490.456,639.879,5120.078,1898.415,1555.917,3658.189,1995.299,2520.975,444.396,433.395,9580.457,2801.243,438.821,2118.138,1990.755,2290.43,944.368,718.17,3543.311,2677.967,3743.166,2062.736,2248.74,358.348,916.492,520.295,1822.885,2645.034,2063.772,2448.797,817.05,1086.646,505.3,357.742,3617.911,2609.906,1150.581,2213.129,994.94,613.4,1586.333,2905.532,2633.636,1188.826,3616.041,3605.609,531.781,473.343
AAC76737.1,483.009,627.505,1365.196,1941.126,1087.261,1415.114,540.829,409.31,1849.093,642.507,530.036,661.007,367.113,851.511,385.9,227.346,736.448,1528.181,1431.449,955,435.504,1446.097,410.561,685.104,529.057,719.938,509.444,301.1,531.082,502.008,211.033,749.024,1418.512,1437.701,2843.018,519.056,607.234,565.862,675.789,773.861,941.626,2233.072,1556.112,413.039,374.69,910,274.888,1025.981,388.269,135.075,361.748,453,754.661,245.203,435.774,783.153,1518.023
AAC76738.1,171.583,264.268,232.001,205,152.1,568.119,279.475,140.062,429.09,171.208,150.84,604.132,274.735,211.438,217.97,130.562,170.148,299.381,261.4,680.905,156.065,149.467,182.662,138.737,231.683,154.029,167.995,166.994,138.133,155.003,127.924,165.561,145.481,234.162,466.742,137.01,279.638,154.361,164.958,156.003,132.074,196.334,118.113,216.374,135.764,155,160.026,122.239,115,148.885,207.542,156.699,153.033,185.13,183.054,228.102,246.475
